,id,start,end,gene_name,strand,locus_tag,interval
747,gene-PA0357,401131,401943,mutM,+,PA0357,"[401131, 401943]"
749,gene-PA0358,402020,402598,PA0358,+,PA0358,"[402020, 402598]"
751,gene-PA0359,402681,403025,PA0359,+,PA0359,"[402681, 403025]"
753,gene-PA0360,403295,404281,PA0360,+,PA0360,"[403295, 404281]"
755,gene-PA0361,404386,406119,PA0361,-,PA0361,"[404386, 406119]"
757,gene-PA0362,406247,406498,fdx1,-,PA0362,"[406247, 406498]"
759,gene-PA0363,406619,407098,coaD,-,PA0363,"[406619, 407098]"
761,gene-PA0364,407250,408845,PA0364,-,PA0364,"[407250, 408845]"
763,gene-PA0365,408901,409449,PA0365,-,PA0365,"[408901, 409449]"
765,gene-PA0366,409504,410934,PA0366,-,PA0366,"[409504, 410934]"
767,gene-PA0367,411224,411871,PA0367,+,PA0367,"[411224, 411871]"
769,gene-PA0367a,411856,412266,PA0367a,-,PA0367a,"[411856, 412266]"
771,gene-PA0368,412329,413327,PA0368,-,PA0368,"[412329, 413327]"
774,gene-PA0370,413933,414529,PA0370,-,PA0370,"[413933, 414529]"
776,gene-PA0371,414529,416016,PA0371,-,PA0371,"[414529, 416016]"
778,gene-PA0372,416009,417406,PA0372,-,PA0372,"[416009, 417406]"
780,gene-PA0373,417527,418894,ftsY,+,PA0373,"[417527, 418894]"
782,gene-PA0374,418891,419562,ftsE,+,PA0374,"[418891, 419562]"
784,gene-PA0375,419562,420569,ftsX,+,PA0375,"[419562, 420569]"
786,gene-PA0376,420683,421537,rpoH,+,PA0376,"[420683, 421537]"
788,gene-PA0377,421602,422207,PA0377,+,PA0377,"[421602, 422207]"
790,gene-PA0378,422212,422943,PA0378,-,PA0378,"[422212, 422943]"
792,gene-PA0379,422980,423357,PA0379,+,PA0379,"[422980, 423357]"
794,gene-PA0380,423460,423660,PA0380,+,PA0380,"[423460, 423660]"
796,gene-PA0381,423719,424516,thiG,+,PA0381,"[423719, 424516]"
798,gene-PA0382,424670,425341,micA,+,PA0382,"[424670, 425341]"
800,gene-PA0383,425504,426850,PA0383,+,PA0383,"[425504, 426850]"
802,gene-PA0384,426863,427120,PA0384,-,PA0384,"[426863, 427120]"
804,gene-PA0385,427182,427505,PA0385,-,PA0385,"[427182, 427505]"
806,gene-PA0386,427586,428740,PA0386,-,PA0386,"[427586, 428740]"
808,gene-PA0387,428861,429454,PA0387,-,PA0387,"[428861, 429454]"
810,gene-PA0388,429451,429870,PA0388,-,PA0388,"[429451, 429870]"
812,gene-PA0389,430002,430622,PA0389,-,PA0389,"[430002, 430622]"
814,gene-PA0390,430630,431769,metX,-,PA0390,"[430630, 431769]"
816,gene-PA0391,431858,433825,PA0391,-,PA0391,"[431858, 433825]"
818,gene-PA0392,434226,434819,PA0392,-,PA0392,"[434226, 434819]"
820,gene-PA0393,434830,435651,proC,-,PA0393,"[434830, 435651]"
822,gene-PA0394,435663,436355,PA0394,-,PA0394,"[435663, 436355]"
824,gene-PA0395,436570,437604,pilT,+,PA0395,"[436570, 437604]"
826,gene-PA0396,437782,438930,pilU,+,PA0396,"[437782, 438930]"
828,gene-PA0397,438938,439837,PA0397,-,PA0397,"[438938, 439837]"
830,gene-PA0398,439991,440395,PA0398,+,PA0398,"[439991, 440395]"
832,gene-PA0399,440638,442011,PA0399,+,PA0399,"[440638, 442011]"
834,gene-PA0400,442008,443192,PA0400,+,PA0400,"[442008, 443192]"
836,gene-PA0401,443419,444690,PA0401,-,PA0401,"[443419, 444690]"
838,gene-PA0402,444687,445691,pyrB,-,PA0402,"[444687, 445691]"
840,gene-PA0403,445715,446227,pyrR,-,PA0403,"[445715, 446227]"
842,gene-PA0404,446339,446773,PA0404,-,PA0404,"[446339, 446773]"
844,gene-PA0405,446773,447342,PA0405,-,PA0405,"[446773, 447342]"
846,gene-PA0406,447391,448350,tonB3,-,PA0406,"[447391, 448350]"
848,gene-PA0407,448431,449384,gshB,-,PA0407,"[448431, 449384]"
850,gene-PA0408,449639,450046,pilG,+,PA0408,"[449639, 450046]"
852,gene-PA0409,450093,450458,pilH,+,PA0409,"[450093, 450458]"
854,gene-PA0410,450509,451045,pilI,+,PA0410,"[450509, 451045]"
856,gene-PA0411,451130,453178,pilJ,+,PA0411,"[451130, 453178]"
858,gene-PA0412,453239,454114,pilK,+,PA0412,"[453239, 454114]"
860,gene-PA0413,454126,461544,chpA,+,PA0413,"[454126, 461544]"
862,gene-PA0414,461537,462568,chpB,+,PA0414,"[461537, 462568]"
864,gene-PA0415,462565,463071,chpC,+,PA0415,"[462565, 463071]"
866,gene-PA0416,463079,463873,chpD,+,PA0416,"[463079, 463873]"
868,gene-PA0417,463949,464560,chpE,+,PA0417,"[463949, 464560]"
870,gene-PA0418,464568,465983,PA0418,-,PA0418,"[464568, 465983]"
872,gene-PA0419,466018,466740,PA0419,-,PA0419,"[466018, 466740]"
874,gene-PA0420,466833,468236,bioA,-,PA0420,"[466833, 468236]"
876,gene-PA0421,468410,469900,PA0421,+,PA0421,"[468410, 469900]"
878,gene-PA0422,470081,470650,PA0422,+,PA0422,"[470081, 470650]"
880,gene-PA0423,470662,471237,pasP,+,PA0423,"[470662, 471237]"
882,gene-PA0424,471306,471749,mexR,-,PA0424,"[471306, 471749]"
884,gene-PA0425,472024,473175,mexA,+,PA0425,"[472024, 473175]"
886,gene-PA0426,473191,476331,mexB,+,PA0426,"[473191, 476331]"
888,gene-PA0427,476333,477790,oprM,+,PA0427,"[476333, 477790]"
890,gene-PA0428,477886,479805,PA0428,-,PA0428,"[477886, 479805]"
892,gene-PA0429,480056,481126,PA0429,-,PA0429,"[480056, 481126]"
894,gene-PA0430,481196,482068,metF,-,PA0430,"[481196, 482068]"
896,gene-PA0431,482111,482665,PA0431,-,PA0431,"[482111, 482665]"
898,gene-PA0432,482706,484115,sahH,-,PA0432,"[482706, 484115]"
900,gene-PA0433,484404,484838,PA0433,+,PA0433,"[484404, 484838]"
902,gene-PA0434,484964,487156,PA0434,+,PA0434,"[484964, 487156]"
904,gene-PA0435,487167,488645,PA0435,+,PA0435,"[487167, 488645]"
906,gene-PA0436,488730,489350,PA0436,+,PA0436,"[488730, 489350]"
908,gene-PA0437,489387,490658,codA,-,PA0437,"[489387, 490658]"
911,gene-PA0438,490648,491898,codB,-,PA0438,"[490648, 491898]"
913,gene-PA0439,492080,493357,PA0439,-,PA0439,"[492080, 493357]"
915,gene-PA0440,493354,494721,PA0440,-,PA0440,"[493354, 494721]"
917,gene-PA0441,494816,496255,dht,-,PA0441,"[494816, 496255]"
920,gene-PA0442,496362,496478,PA0442,-,PA0442,"[496362, 496478]"
922,gene-PA0443,496871,498361,PA0443,+,PA0443,"[496871, 498361]"
924,gene-PA0444,498420,499703,PA0444,+,PA0444,"[498420, 499703]"
926,gene-PA0445,500104,501120,PA0445,-,PA0445,"[500104, 501120]"
928,gene-PA0446,501376,502599,PA0446,-,PA0446,"[501376, 502599]"
930,gene-PA0447,502719,503900,gcdH,-,PA0447,"[502719, 503900]"
932,gene-PA0448,504121,505029,PA0448,+,PA0448,"[504121, 505029]"
934,gene-PA0449,505047,505586,PA0449,+,PA0449,"[505047, 505586]"
936,gene-PA0450,505629,507251,PA0450,-,PA0450,"[505629, 507251]"
939,gene-PA0451,507631,508962,PA0451,+,PA0451,"[507631, 508962]"
941,gene-PA0452,508959,509753,PA0452,+,PA0452,"[508959, 509753]"
943,gene-PA0451a,509861,510592,PA0451a,+,PA0451a,"[509861, 510592]"
945,gene-PA0454,510589,512790,PA0454,-,PA0454,"[510589, 512790]"
947,gene-PA0455,513051,514427,dbpA,-,PA0455,"[513051, 514427]"
949,gene-PA0456,514775,514984,PA0456,+,PA0456,"[514775, 514984]"
951,gene-PA0457,515135,515659,PA0457,+,PA0457,"[515135, 515659]"
953,gene-PA0457.1,515653,516027,PA0457.1,-,PA0457.1,"[515653, 516027]"
955,gene-PA0458,516029,517462,PA0458,-,PA0458,"[516029, 517462]"
957,gene-PA0459,518083,520635,PA0459,+,PA0459,"[518083, 520635]"
959,gene-PA0460,520737,521315,PA0460,+,PA0460,"[520737, 521315]"
961,gene-PA0461,521630,522517,PA0461,-,PA0461,"[521630, 522517]"
963,gene-PA0462,522660,523169,PA0462,+,PA0462,"[522660, 523169]"
965,gene-PA0463,523254,523943,creB,+,PA0463,"[523254, 523943]"
967,gene-PA0464,523943,525367,creC,+,PA0464,"[523943, 525367]"
969,gene-PA0465,525469,526827,creD,+,PA0465,"[525469, 526827]"
971,gene-PA0466,526877,527179,PA0466,+,PA0466,"[526877, 527179]"
973,gene-PA0467,527324,527944,PA0467,-,PA0467,"[527324, 527944]"
975,gene-PA0468,527963,528913,PA0468,-,PA0468,"[527963, 528913]"
977,gene-PA0469,528999,529856,PA0469,+,PA0469,"[528999, 529856]"
979,gene-PA0470,530029,532437,fiuA,-,PA0470,"[530029, 532437]"
981,gene-PA0471,532541,533512,PA0471,-,PA0471,"[532541, 533512]"
983,gene-PA0472,533509,534027,PA0472,-,PA0472,"[533509, 534027]"
986,gene-PA0473,534196,534945,PA0473,+,PA0473,"[534196, 534945]"
988,gene-PA0474,535085,535489,PA0474,+,PA0474,"[535085, 535489]"
990,gene-PA0475,535539,536108,PA0475,+,PA0475,"[535539, 536108]"
992,gene-PA0476,536142,537869,PA0476,-,PA0476,"[536142, 537869]"
994,gene-PA0477,538217,539143,PA0477,-,PA0477,"[538217, 539143]"
996,gene-PA0478,539231,539707,PA0478,+,PA0478,"[539231, 539707]"
998,gene-PA0479,539785,540735,PA0479,-,PA0479,"[539785, 540735]"
1000,gene-PA0480,540839,541636,PA0480,+,PA0480,"[540839, 541636]"
1002,gene-PA0481,541679,542122,PA0481,+,PA0481,"[541679, 542122]"
1004,gene-PA0482,542170,544347,glcB,-,PA0482,"[542170, 544347]"
1007,gene-PA0483,544654,545097,PA0483,+,PA0483,"[544654, 545097]"
1009,gene-PA0484,545129,545644,PA0484,+,PA0484,"[545129, 545644]"
1011,gene-PA0485,546334,547230,PA0485,-,PA0485,"[546334, 547230]"
1013,gene-PA0486,547432,548406,PA0486,-,PA0486,"[547432, 548406]"
1015,gene-PA0487,548468,549226,PA0487,-,PA0487,"[548468, 549226]"
1017,gene-PA0488,549294,549614,PA0488,-,PA0488,"[549294, 549614]"
1019,gene-PA0489,549656,550381,PA0489,-,PA0489,"[549656, 550381]"
1021,gene-PA0490,550520,550813,PA0490,-,PA0490,"[550520, 550813]"
1023,gene-PA0491,550867,551793,PA0491,-,PA0491,"[550867, 551793]"
1025,gene-PA0492,551911,552669,PA0492,+,PA0492,"[551911, 552669]"
1027,gene-PA0493,552746,552994,PA0493,+,PA0493,"[552746, 552994]"
1029,gene-PA0494,553005,554381,PA0494,+,PA0494,"[553005, 554381]"
1032,gene-PA0495,554383,555261,PA0495,+,PA0495,"[554383, 555261]"
1034,gene-PA0496,555251,556228,PA0496,+,PA0496,"[555251, 556228]"
1036,gene-PA0497,556275,557276,PA0497,-,PA0497,"[556275, 557276]"
1038,gene-PA0498,557354,558361,PA0498,-,PA0498,"[557354, 558361]"
1040,gene-PA0499,558377,559078,PA0499,-,PA0499,"[558377, 559078]"
1042,gene-PA0500,559644,560702,bioB,+,PA0500,"[559644, 560702]"
1044,gene-PA0501,560808,562013,bioF,+,PA0501,"[560808, 562013]"
1046,gene-PA0502,562006,562728,PA0502,+,PA0502,"[562006, 562728]"
1048,gene-PA0503,562721,563545,PA0503,+,PA0503,"[562721, 563545]"
1050,gene-PA0504,563549,564235,bioD,+,PA0504,"[563549, 564235]"
1052,gene-PA0505,564344,564574,PA0505,+,PA0505,"[564344, 564574]"
1054,gene-PA0506,564914,566719,PA0506,+,PA0506,"[564914, 566719]"
1056,gene-PA0507,566932,568728,PA0507,+,PA0507,"[566932, 568728]"
1058,gene-PA0508,569002,570780,PA0508,+,PA0508,"[569002, 570780]"
1060,gene-PA0509,571111,572592,nirN,-,PA0509,"[571111, 572592]"
1062,gene-PA0510,572583,573422,PA0510,-,PA0510,"[572583, 573422]"
1064,gene-PA0511,573433,574596,nirJ,-,PA0511,"[573433, 574596]"
1066,gene-PA0512,574590,575105,PA0512,-,PA0512,"[574590, 575105]"
1068,gene-PA0513,575080,575523,PA0513,-,PA0513,"[575080, 575523]"
1070,gene-PA0514,575516,576040,nirL,-,PA0514,"[575516, 576040]"
1072,gene-PA0515,576037,576489,PA0515,-,PA0515,"[576037, 576489]"
1074,gene-PA0516,576498,577676,nirF,-,PA0516,"[576498, 577676]"
1076,gene-PA0517,577673,578032,nirC,-,PA0517,"[577673, 578032]"
1078,gene-PA0518,578029,578343,nirM,-,PA0518,"[578029, 578343]"
1080,gene-PA0519,578394,580100,nirS,-,PA0519,"[578394, 580100]"
1082,gene-PA0520,580316,581098,nirQ,+,PA0520,"[580316, 581098]"
1084,gene-PA0521,581133,581660,PA0521,+,PA0521,"[581133, 581660]"
1086,gene-PA0522,581668,581925,PA0522,+,PA0522,"[581668, 581925]"
1089,gene-PA0523,582015,582455,norC,+,PA0523,"[582015, 582455]"
1091,gene-PA0524,582455,583855,norB,+,PA0524,"[582455, 583855]"
1093,gene-PA0525,583857,585695,PA0525,+,PA0525,"[583857, 585695]"
1095,gene-PA0526,585702,585896,PA0526,-,PA0526,"[585702, 585896]"
1097,gene-PA0527,585980,586663,dnr,-,PA0527,"[585980, 586663]"
1099,gene-PA0527.1,586867,586990,rsmY,+,PA0527.1,"[586867, 586990]"
1102,gene-PA0528,587017,587895,PA0528,-,PA0528,"[587017, 587895]"
1104,gene-PA0529,587997,588698,PA0529,+,PA0529,"[587997, 588698]"
1106,gene-PA0530,588924,590105,PA0530,+,PA0530,"[588924, 590105]"
1108,gene-PA0531,590105,590821,PA0531,+,PA0531,"[590105, 590821]"
1110,gene-PA0532,590896,591402,PA0532,-,PA0532,"[590896, 591402]"
1112,gene-PA0533,591445,592935,PA0533,+,PA0533,"[591445, 592935]"
1114,gene-PA0534,593273,594562,PA0534,+,PA0534,"[593273, 594562]"
1116,gene-PA0535,594580,595134,PA0535,+,PA0535,"[594580, 595134]"
1118,gene-PA0536,595245,596270,PA0536,-,PA0536,"[595245, 596270]"
1120,gene-PA0537,596274,596882,PA0537,-,PA0537,"[596274, 596882]"
1122,gene-PA0538,596970,597479,dsbB,-,PA0538,"[596970, 597479]"
1124,gene-PA0539,597708,598538,PA0539,+,PA0539,"[597708, 598538]"
1126,gene-PA0540,598608,598994,PA0540,+,PA0540,"[598608, 598994]"
1128,gene-PA0541,599107,599565,PA0541,+,PA0541,"[599107, 599565]"
1130,gene-PA0542,599757,600176,PA0542,-,PA0542,"[599757, 600176]"
1132,gene-PA0543,600426,601394,PA0543,+,PA0543,"[600426, 601394]"
1134,gene-PA0544,601398,602141,PA0544,-,PA0544,"[601398, 602141]"
1136,gene-PA0545,602346,603650,PA0545,+,PA0545,"[602346, 603650]"
1138,gene-PA0546,603706,604896,metK,-,PA0546,"[603706, 604896]"
1140,gene-PA0547,604912,605913,PA0547,-,PA0547,"[604912, 605913]"
1142,gene-PA0548,606160,608157,tktA,+,PA0548,"[606160, 608157]"
1144,gene-PA0549,608157,609221,PA0549,+,PA0549,"[608157, 609221]"
1146,gene-PA0550,609202,609999,PA0550,-,PA0550,"[609202, 609999]"
1148,gene-PA0551,610214,611275,epd,+,PA0551,"[610214, 611275]"
1150,gene-PA0552,611281,612444,pgk,+,PA0552,"[611281, 612444]"
1152,gene-PA0553,612517,612717,PA0553,+,PA0553,"[612517, 612717]"
1154,gene-PA0554,612877,613218,PA0554,+,PA0554,"[612877, 613218]"
1156,gene-PA0555,613338,614402,fda,+,PA0555,"[613338, 614402]"
1158,gene-PA0556,614468,614950,PA0556,+,PA0556,"[614468, 614950]"
1160,gene-PA0557,614952,615608,PA0557,-,PA0557,"[614952, 615608]"
1162,gene-PA0558,615607,616374,PA0558,+,PA0558,"[615607, 616374]"
1164,gene-PA0559,616371,617549,PA0559,-,PA0559,"[616371, 617549]"
1167,gene-PA0560,617662,618150,PA0560,+,PA0560,"[617662, 618150]"
1169,gene-PA0561,618176,619330,PA0561,+,PA0561,"[618176, 619330]"
1171,gene-PA0562,619332,620006,PA0562,-,PA0562,"[619332, 620006]"
1173,gene-PA0563,620135,620488,PA0563,-,PA0563,"[620135, 620488]"
1175,gene-PA0564,620666,621577,PA0564,-,PA0564,"[620666, 621577]"
1177,gene-PA0565,621695,622033,PA0565,+,PA0565,"[621695, 622033]"
1179,gene-PA0566,622023,622538,PA0566,-,PA0566,"[622023, 622538]"
1181,gene-PA0567,622726,622884,PA0567,+,PA0567,"[622726, 622884]"
1183,gene-PA0568,622894,623352,PA0568,-,PA0568,"[622894, 623352]"
1185,gene-PA0569,623368,623838,PA0569,-,PA0569,"[623368, 623838]"
1187,gene-PA0570,623852,624199,PA0570,-,PA0570,"[623852, 624199]"
1189,gene-PA0571,624189,624803,PA0571,-,PA0571,"[624189, 624803]"
1191,gene-PA0572,624994,627765,PA0572,-,PA0572,"[624994, 627765]"
1193,gene-PA0573,628335,628670,PA0573,-,PA0573,"[628335, 628670]"
1195,gene-PA0574,628763,629884,PA0574,-,PA0574,"[628763, 629884]"
1197,gene-PA0574.1,630434,630510,PA0574.1,-,PA0574.1,"[630434, 630510]"
1200,gene-PA0575,630527,634264,PA0575,-,PA0575,"[630527, 634264]"
1202,gene-PA0576,634371,636224,rpoD,-,PA0576,"[634371, 636224]"
1204,gene-PA0577,636304,638298,dnaG,-,PA0577,"[636304, 638298]"
1206,gene-PA0578,638381,638830,PA0578,-,PA0578,"[638381, 638830]"
1208,gene-PA0579,638900,639115,rpsU,-,PA0579,"[638900, 639115]"
1210,gene-PA0580,639316,640341,gcp,+,PA0580,"[639316, 640341]"
1212,gene-PA0581,640420,640989,PA0581,-,PA0581,"[640420, 640989]"
1214,gene-PA0582,641073,641426,folB,+,PA0582,"[641073, 641426]"
1216,gene-PA0583,641417,641959,PA0583,+,PA0583,"[641417, 641959]"
1218,gene-PA0584,641932,643164,cca,-,PA0584,"[641932, 643164]"
1220,gene-PA0585,643208,643714,PA0585,-,PA0585,"[643208, 643714]"
1222,gene-PA0586,643808,645361,PA0586,-,PA0586,"[643808, 645361]"
1224,gene-PA0587,645358,646629,PA0587,-,PA0587,"[645358, 646629]"
1226,gene-PA0588,646730,648652,PA0588,-,PA0588,"[646730, 648652]"
1228,gene-PA0589,648931,649263,PA0589,-,PA0589,"[648931, 649263]"
1230,gene-PA0590,649307,650158,apaH,-,PA0590,"[649307, 650158]"
1232,gene-PA0591,650158,650538,PA0591,-,PA0591,"[650158, 650538]"
1234,gene-PA0592,650575,651381,ksgA,-,PA0592,"[650575, 651381]"
1237,gene-PA0593,651497,652483,pdxA,-,PA0593,"[651497, 652483]"
1239,gene-PA0594,652480,653772,surA,-,PA0594,"[652480, 653772]"
1241,gene-PA0595,653753,656527,ostA,-,PA0595,"[653753, 656527]"
1246,gene-PA0596,656654,657670,PA0596,+,PA0596,"[656654, 657670]"
1248,gene-PA0597,657667,658341,PA0597,+,PA0597,"[657667, 658341]"
1250,gene-PA0598,658343,659101,PA0598,+,PA0598,"[658343, 659101]"
1252,gene-PA0599,659102,660163,PA0599,-,PA0599,"[659102, 660163]"
1254,gene-PA0600,660315,662708,PA0600,+,PA0600,"[660315, 662708]"
1256,gene-PA0601,662754,663386,PA0601,+,PA0601,"[662754, 663386]"
1258,gene-PA0602,663515,664549,PA0602,+,PA0602,"[663515, 664549]"
1260,gene-PA0603,664783,665892,PA0603,+,PA0603,"[664783, 665892]"
1262,gene-PA0604,665948,666994,PA0604,+,PA0604,"[665948, 666994]"
1264,gene-PA0605,667108,668355,PA0605,+,PA0605,"[667108, 668355]"
1266,gene-PA0606,668461,669291,PA0606,+,PA0606,"[668461, 669291]"
1268,gene-PA0607,669415,670089,rpe,+,PA0607,"[669415, 670089]"
1270,gene-PA0608,670089,670907,PA0608,+,PA0608,"[670089, 670907]"
1272,gene-PA0609,670980,672458,trpE,+,PA0609,"[670980, 672458]"
1274,gene-PA0610,672777,673091,prtN,-,PA0610,"[672777, 673091]"
1276,gene-PA0611,673191,673961,prtR,-,PA0611,"[673191, 673961]"
1278,gene-PA0612,674419,674619,ptrB,+,PA0612,"[674419, 674619]"
1280,gene-PA0613,674667,675026,PA0613,+,PA0613,"[674667, 675026]"
1282,gene-PA0614,675390,675839,PA0614,+,PA0614,"[675390, 675839]"
1284,gene-PA0615,675861,676376,PA0615,+,PA0615,"[675861, 676376]"
1286,gene-PA0616,676373,676930,PA0616,+,PA0616,"[676373, 676930]"
1288,gene-PA0617,677083,677409,PA0617,+,PA0617,"[677083, 677409]"
1290,gene-PA0618,677406,678293,PA0618,+,PA0618,"[677406, 678293]"
1292,gene-PA0619,678286,678819,PA0619,+,PA0619,"[678286, 678819]"
1294,gene-PA0620,678821,680896,PA0620,+,PA0620,"[678821, 680896]"
1296,gene-PA0621,680893,681351,PA0621,+,PA0621,"[680893, 681351]"
1298,gene-PA0622,681394,682554,PA0622,+,PA0622,"[681394, 682554]"
1300,gene-PA0623,682567,683070,PA0623,+,PA0623,"[682567, 683070]"
1302,gene-PA0624,683085,683429,PA0624,+,PA0624,"[683085, 683429]"
1304,gene-PA0625,683599,685836,PA0625,+,PA0625,"[683599, 685836]"
1306,gene-PA0626,685846,686718,PA0626,+,PA0626,"[685846, 686718]"
1308,gene-PA0627,686693,686899,PA0627,+,PA0627,"[686693, 686899]"
1310,gene-PA0628,686957,687946,PA0628,+,PA0628,"[686957, 687946]"
1312,gene-PA0629,687979,688608,PA0629,+,PA0629,"[687979, 688608]"
1314,gene-PA0630,688605,688967,PA0630,+,PA0630,"[688605, 688967]"
1316,gene-PA0631,688964,689221,PA0631,+,PA0631,"[688964, 689221]"
1318,gene-PA0633,689537,690031,PA0633,+,PA0633,"[689537, 690031]"
1320,gene-PA0634,690043,690390,PA0634,+,PA0634,"[690043, 690390]"
1322,gene-PA0635,690420,690674,PA0635,+,PA0635,"[690420, 690674]"
1324,gene-PA0636,690721,692556,PA0636,+,PA0636,"[690721, 692556]"
1326,gene-PA0637,692549,692890,PA0637,+,PA0637,"[692549, 692890]"
1328,gene-PA0638,692898,693593,PA0638,+,PA0638,"[692898, 693593]"
1330,gene-PA0639,693596,694366,PA0639,+,PA0639,"[693596, 694366]"
1332,gene-PA0640,694421,695023,PA0640,+,PA0640,"[694421, 695023]"
1334,gene-PA0641,695082,698696,PA0641,+,PA0641,"[695082, 698696]"
1336,gene-PA0643,699744,700835,PA0643,+,PA0643,"[699744, 700835]"
1338,gene-PA0644,700835,701170,PA0644,+,PA0644,"[700835, 701170]"
1340,gene-PA0645,701151,701381,PA0645,+,PA0645,"[701151, 701381]"
1342,gene-PA0646,701477,702529,PA0646,+,PA0646,"[701477, 702529]"
1344,gene-PA0647,702529,702831,PA0647,+,PA0647,"[702529, 702831]"
1346,gene-PA0648,702828,703058,PA0648,+,PA0648,"[702828, 703058]"
1348,gene-PA0649,703477,704082,trpG,+,PA0649,"[703477, 704082]"
1353,gene-PA0650,704084,705133,trpD,+,PA0650,"[704084, 705133]"
1355,gene-PA0651,705130,705966,trpC,+,PA0651,"[705130, 705966]"
1357,gene-PA0652,706028,706672,vfr,-,PA0652,"[706028, 706672]"
1360,gene-PA0653,706944,707366,PA0653,+,PA0653,"[706944, 707366]"
1362,gene-PA0654,707686,708480,speD,+,PA0654,"[707686, 708480]"
1364,gene-PA0655,708535,709182,PA0655,-,PA0655,"[708535, 709182]"
1366,gene-PA0656,709282,709620,PA0656,-,PA0656,"[709282, 709620]"
1368,gene-PA0657,709699,711180,PA0657,+,PA0657,"[709699, 711180]"
1370,gene-PA0658,711220,712020,PA0658,-,PA0658,"[711220, 712020]"
1372,gene-PA0659,712081,713157,PA0659,-,PA0659,"[712081, 713157]"
1374,gene-PA0660,713279,714247,PA0660,-,PA0660,"[713279, 714247]"
1376,gene-PA0661,714264,714686,PA0661,-,PA0661,"[714264, 714686]"
1378,gene-PA0662,714977,716011,argC,+,PA0662,"[714977, 716011]"
1380,gene-PA0663,716011,716730,PA0663,+,PA0663,"[716011, 716730]"
1382,gene-PA0664,716731,717153,PA0664,+,PA0664,"[716731, 717153]"
1384,gene-PA0665,717231,717581,PA0665,+,PA0665,"[717231, 717581]"
1386,gene-PA0666,717635,718726,PA0666,-,PA0666,"[717635, 718726]"
1388,gene-PA0667,718729,720072,PA0667,-,PA0667,"[718729, 720072]"
1390,gene-PA0668,720357,721556,tyrZ,+,PA0668,"[720357, 721556]"
1392,gene-PA0668.1,722096,723631,PA0668.1,+,PA0668.1,"[722096, 723631]"
1395,gene-PA0668.2,723696,723772,PA0668.2,+,PA0668.2,"[723696, 723772]"
1398,gene-PA0668.3,723801,723876,PA0668.3,+,PA0668.3,"[723801, 723876]"
1401,gene-PA0668.4,724103,726993,PA0668.4,+,PA0668.4,"[724103, 726993]"
1404,gene-PA0668.5,727136,727255,PA0668.5,+,PA0668.5,"[727136, 727255]"
1407,gene-PA0669,727608,730703,PA0669,-,PA0669,"[727608, 730703]"
1409,gene-PA0670,730679,732094,PA0670,-,PA0670,"[730679, 732094]"
1411,gene-PA0671,732102,732653,PA0671,-,PA0671,"[732102, 732653]"
1415,gene-PA0672,732959,733555,hemO,+,PA0672,"[732959, 733555]"
1417,gene-PA0673,733673,733993,PA0673,-,PA0673,"[733673, 733993]"
1421,gene-PA0674,734159,734875,vreA,+,PA0674,"[734159, 734875]"
1423,gene-PA0675,734872,735417,vreI,+,PA0675,"[734872, 735417]"
1425,gene-PA0676,735487,736446,vreR,+,PA0676,"[735487, 736446]"
1427,gene-PA0677,736456,737097,PA0677,-,PA0677,"[736456, 737097]"
1429,gene-PA0678,737081,737530,PA0678,-,PA0678,"[737081, 737530]"
1431,gene-PA0679,737677,738108,PA0679,+,PA0679,"[737677, 738108]"
1433,gene-PA0680,738111,738485,PA0680,-,PA0680,"[738111, 738485]"
1435,gene-PA0681,738719,739168,PA0681,+,PA0681,"[738719, 739168]"
1437,gene-PA0682,739176,740141,PA0682,+,PA0682,"[739176, 740141]"
1439,gene-PA0683,740203,741348,PA0683,+,PA0683,"[740203, 741348]"
1441,gene-PA0684,741335,741928,PA0684,+,PA0684,"[741335, 741928]"
1443,gene-PA0685,741925,744336,PA0685,+,PA0685,"[741925, 744336]"
1445,gene-PA0686,744333,745742,PA0686,+,PA0686,"[744333, 745742]"
1447,gene-PA0687,745742,746956,PA0687,+,PA0687,"[745742, 746956]"
1449,gene-PA0688,747470,748576,PA0688,+,PA0688,"[747470, 748576]"
1451,gene-PA0689,748662,749774,PA0689,+,PA0689,"[748662, 749774]"
1453,gene-PA0690,749957,762499,PA0690,+,PA0690,"[749957, 762499]"
1456,gene-PA0691,762891,763493,PA0691,+,PA0691,"[762891, 763493]"
1458,gene-PA0692,763657,765291,PA0692,+,PA0692,"[763657, 765291]"
